Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/03,"Sozialwissenschaften, Journalistik und Informationswissenschaft",http://data.europa.eu/esco/isced-f/038,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Sozialwissenschaften, Journalistik und Informationswissenschaft",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/03,"Sozialwissenschaften, Journalistik und Informationswissenschaft",http://data.europa.eu/esco/isced-f/038,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Sozialwissenschaften, Journalistik und Informationswissenschaft",http://data.europa.eu/esco/isced-f/0388,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Sozialwissenschaften, Journalistik und Informationswissenschaft","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to social sciences, journalism and information are classified here.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/03,"Sozialwissenschaften, Journalistik und Informationswissenschaft",http://data.europa.eu/esco/isced-f/039,"Sozialwissenschaften, Journalistik und Informationswissenschaft – nirgendwo sonst klassifiziert",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/03,"Sozialwissenschaften, Journalistik und Informationswissenschaft",http://data.europa.eu/esco/isced-f/039,"Sozialwissenschaften, Journalistik und Informationswissenschaft – nirgendwo sonst klassifiziert",http://data.europa.eu/esco/isced-f/0399,"Sozialwissenschaften, Journalistik und Informationswissenschaft – nirgendwo sonst klassifiziert",,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",,,,,,,K,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/040,"Wirtschaft, Verwaltung und Rechtswissenschaft – nicht näher definiert",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/040,"Wirtschaft, Verwaltung und Rechtswissenschaft – nicht näher definiert",http://data.europa.eu/esco/isced-f/0400,"Wirtschaft, Verwaltung und Rechtswissenschaft – nicht näher definiert",,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0410,Wirtschaft und Verwaltung – nicht näher definiert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0411,Buchhaltung und Steuerwesen,"Accounting and taxation is the study of maintaining, auditing and recording financial transactions.
Programmes and qualifications with the following main content are classified here:
Accounting
Auditing
Bookkeeping
Tax accounting
Tax management

=== Exclusions
Study of tax laws is excluded from this detailed field and included in detailed field 0421 'Law'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0412,"Finanzwirtschaft, Banken- und Versicherungswesen","Finance, banking and insurance is the study of planning, directing, organizing and controlling financial activities and services. It includes the control and monitoring of the financial resources of organizations, institutions and individuals, and the provision of financial services at the corporate and individual level.
Programmes and qualifications with the following main content are classified here:
Bank teller studies
Banking and finance
Finance theory
Insurance
Investment analysis
Investments and securities
Pension insurance
Social insurance
Stock-broking

=== Exclusions
Study of actuarial science is excluded from this detailed field and included in detailed field 0542 'Statistics'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0413,Management und Verwaltung,"Management and administration is the study of planning, directing and operating the functions and activities of organizations and institutions. Programmes in management also including administration, economics, finance etc. are included here if emphasis is given to management and administration.
Programmes and qualifications with the following main content are classified here:
Administration
Educational management
Employment management
Entrepreneurship
Health administration
Logistic management
Management science
Office management
Organizational theory and behaviour
Personnel administration
Personnel management
'Start your own business' courses
Supply change management
Training management

=== Inclusions:
Study of leadership in the context of management is included here.

=== Exclusions:
Training in leadership in the context of personal development is excluded from this detailed field and included in detailed field 0031 'Personal skills'.
Study of administration in the meaning of office work is excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0414,Marketing und Werbung,"Marketing and advertising is the study of promoting the exchange processes of goods and services between organizations and/or individuals, and the study of consumer behaviour and requirements. It includes the study of the role of product development, pricing, distribution, promotion and sales in order to maximise business performance.
Programmes and qualifications with the following main content are classified here:
Advertising
Consumer behaviour
Market research
Marketing
Merchandising
Public relations",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0415,Sekretariats- und Büroarbeit,"Secretarial and office work is the study of administrative procedures and practices, office technology and clerical, shorthand and keyboard skills. Specialised secretarial programmes (bilingual, medical, law, accounting etc) are included if the programme has secretarial work as its objective, rather than work as specialised assistants.
Programmes and qualifications with the following main content are classified here:
Administrative and secretarial services
Clerical programmes
Data entry
Foreign language secretary programmes
Keyboard skills
Legal secretary programmes
Medical secretary programmes
Operation of office equipment
Receptionist training
Secretarial programmes
Shorthand
Switchboard operating
Typing

=== Inclusions
Broad secretarial programmes comprising among other things computer courses are included here.

=== Exclusions
Separate programmes or qualifications in using a specific computer software are excluded from this detailed field and included under detailed field 0611 'Computer use'.
Office management is excluded from this detailed field and included in detailed field 0413 'Management and administration'.
Hotel receptionist programmes are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0416,Groß- und Einzelhandel,"Wholesale and retail sales is the study of buying and selling goods and services, including stock management, pricing practices, loss prevention, sales systems and procedures. It includes the study of the workings and current trends of the wholesale and retail industries. Selling of buildings and properties is also included.
Programmes and qualifications with the following main content are classified here:
Auctioneering
Consumer services
Demonstration techniques
Purchasing
Real-estate business
Retailing
Stock-keeping
Ware-housing
Wholesaling

=== Inclusions
Study of buying and selling buildings and properties is included here.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0417,Berufliche Fähigkeiten,"Work skills is the study of the structure and function of working life. It comprises programmes, mainly given as staff training, related to the working place and to work assignments.
Programmes and qualifications with the following main content are classified here:
Clients' needs
Company knowledge
Customer service training
'Introduction to work' courses
Organization at work
Quality assurance
Trade union courses (general)
Work development

=== Inclusions
Staff training related to the work place or work assignments is included here.

=== Exclusions
Training related to the work place or work assignments is excluded from this detailed field if it has more to do with personal development than work development and is included in detailed field 0031 'Personal skills'.
Staff training which can be classified to any other field is excluded from this detailed field and included in the appropriate field (e.g. quality courses should, if technical, be included in the detailed fields under 071 'Engineering and engineering trades'.)
Programmes in work environment should be included in detailed field 1022 'Occupational health and safety'.
Programmes, mostly at tertiary level, dealing with working life in general in terms of the labour market, the social partners, industrial psychology etc. are excluded from this detailed field and included in the detailed fields under 031 'Social and behaviour sciences'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/041,Wirtschaft und Verwaltung,http://data.europa.eu/esco/isced-f/0419,Wirtschaft und Verwaltung – nirgendwo sonst klassifiziert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/042,Rechtswissenschaft,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/042,Rechtswissenschaft,http://data.europa.eu/esco/isced-f/0421,Rechtswissenschaft,"Law is the study of the principles and procedures for formally maintaining social order, including training for legal professions such as advocate or training for the judicial bench.
Programmes and qualifications with the following main content are classified here:
Commercial law
Criminal justice studies
History of law
Indigenous law
Jurisprudence
Labour law
Legal practice
Notary/Notary's practise
Paralegal studies

=== Exclusions
Court reporting programmes and legal secretary programmes are excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.
Police studies are excluded from this detailed field and included in detailed field 1032 'Protection of persons and property'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/048,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Wirtschaft, Verwaltung und Rechtswissenschaft",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/048,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/0488,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Wirtschaft, Verwaltung und Rechtswissenschaft","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to business, administration and law are classified here.

=== Inclusions
Study of business and administration where emphasis is not given towards any of the detailed fields under 041 is included in this field.

=== Exclusions
Business programmes where emphasis is given to any of the detailed fields under 041 'Business and administration' (management, administration, marketing etc.) should be classified according to the specialisation.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/049,"Wirtschaft, Verwaltung und Rechtswissenschaft – nirgendwo sonst klassifiziert",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/04,"Wirtschaft, Verwaltung und Rechtswissenschaft",http://data.europa.eu/esco/isced-f/049,"Wirtschaft, Verwaltung und Rechtswissenschaft – nirgendwo sonst klassifiziert",http://data.europa.eu/esco/isced-f/0499,"Wirtschaft, Verwaltung und Rechtswissenschaft – nirgendwo sonst klassifiziert",,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",,,,,,,K,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/050,"Naturwissenschaften, Mathematik und Statistik – nicht näher definiert",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/050,"Naturwissenschaften, Mathematik und Statistik – nicht näher definiert",http://data.europa.eu/esco/isced-f/0500,"Naturwissenschaften, Mathematik und Statistik – nicht näher definiert",,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/051,Biologische und verwandte Wissenschaften,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/051,Biologische und verwandte Wissenschaften,http://data.europa.eu/esco/isced-f/0510,Biologische und verwandte Wissenschaften – nicht näher definiert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/051,Biologische und verwandte Wissenschaften,http://data.europa.eu/esco/isced-f/0511,Biologie,"Biology is the study of the structure, function, reproduction, growth, evolution and behaviour of all living organisms.
Programmes and qualifications with the following main content are classified here:
Biology
Botany
Cell biology
Entomology
Genetics
Mycology
Zoology

=== Exclusions
Study of environmental sciences, which is the study of the relation between living organisms and the environment, is excluded from this detailed field and included in detailed field 0521 'Environmental sciences'. Study of chemical processes in living organisms (biochemistry, toxicology, pharmacology etc.) is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/051,Biologische und verwandte Wissenschaften,http://data.europa.eu/esco/isced-f/0512,Biochemie,"Biochemistry, sometimes called Biological chemistry, is the study of the chemistry of living organisms, including but not limited to, living matter.
Programmes and qualifications with the following main content are classified here:
Biological chemistry
Cell technology
Forensic sciences
Genetic code (DNA, RNA) studies
Genetic engineering
Pharmacology
Tissue culture technology
Toxicology
Virology

=== Inclusions
Biotechnology is included here.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/051,Biologische und verwandte Wissenschaften,http://data.europa.eu/esco/isced-f/0519,Biologische und verwandte Wissenschaften – nirgendwo sonst klassifiziert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/052,Umwelt,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/052,Umwelt,http://data.europa.eu/esco/isced-f/0520,Umwelt – nicht näher definiert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/052,Umwelt,http://data.europa.eu/esco/isced-f/0521,Umweltwissenschaften,"Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/052,Umwelt,http://data.europa.eu/esco/isced-f/0522,Natürliche Umgebungen und Wildtiere,"Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/052,Umwelt,http://data.europa.eu/esco/isced-f/0529,Umwelt – nirgendwo sonst klassifiziert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/053,Physikwissenschaften,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/053,Physikwissenschaften,http://data.europa.eu/esco/isced-f/0530,Physikwissenschaften – nicht näher definiert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/053,Physikwissenschaften,http://data.europa.eu/esco/isced-f/0531,Chemie,"Chemistry is the study of substances and their elements and how they react when combined.
Programmes and qualifications with the following main content are classified here:
Inorganic chemistry
Organic chemistry
Physical chemistry

=== Exclusions
Biochemistry is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/053,Physikwissenschaften,http://data.europa.eu/esco/isced-f/0532,Geowissenschaften,"Earth sciences is the study of the composition and structure of earth including the hydrosphere and the atmosphere.
Programmes and qualifications with the following main content are classified here:
Climate research
Earth science
Geodesy
Geography (physical)
Geology
Geomatics
Geospatial technology
Meteorology
Oceanography
Seismology

=== Exclusions
Social geography is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'. Soil science is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/053,Physikwissenschaften,http://data.europa.eu/esco/isced-f/0533,Physik,"Physics is the study of properties and interactions of matter and energy. It includes the study of astronomy and space science.
Programmes and qualifications with the following main content are classified here:
Astronomy
Astrophysics
Chemical physics
Medical physics
Optics
Physics
Space science

=== Exclusions
Opticians' practice is excluded from this detailed field and included in detailed field 0914 'Medical diagnostic and treatment technology'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/053,Physikwissenschaften,http://data.europa.eu/esco/isced-f/0539,Physikwissenschaften – nirgendwo sonst klassifiziert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/054,Mathematik und Statistik,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/054,Mathematik und Statistik,http://data.europa.eu/esco/isced-f/0540,Mathematik und Statistik – nicht näher definiert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/054,Mathematik und Statistik,http://data.europa.eu/esco/isced-f/0541,Mathematik,"Mathematics is the study of abstract deductive systems. It includes algebra, arithmetic, geometry, real and complex analysis and pure and applied mathematics.
Programmes and qualifications with the following main content are classified here:
Algebra
Geometry
Mathematics
Numerical analysis
Operational research",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/054,Mathematik und Statistik,http://data.europa.eu/esco/isced-f/0542,Statistik,"Statistics is the study of collecting, describing, arranging and analysing numerical data. The study of probability theory and actuarial science is included.
Programmes and qualifications with the following main content are classified here:
Actuarial science
Probability theory
Statistics, applied
Survey design
Survey sampling

=== Inclusions
Study of mathematical (theoretical) statistics is included here.

=== Exclusions
Demography/population studies is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/058,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Naturwissenschaften, Mathematik und Statistik",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/058,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/0588,"Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Naturwissenschaften, Mathematik und Statistik","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to natural sciences, mathematics and statistics are classified here.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/059,"Naturwissenschaften, Mathematik und Statistik – nirgendwo sonst klassifiziert",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/05,"Naturwissenschaften, Mathematik und Statistik",http://data.europa.eu/esco/isced-f/059,"Naturwissenschaften, Mathematik und Statistik – nirgendwo sonst klassifiziert",http://data.europa.eu/esco/isced-f/0599,"Naturwissenschaften, Mathematik und Statistik – nirgendwo sonst klassifiziert",,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),,,,,,,K,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/061,Informations- und Kommunikationstechnologien (IKT),,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/061,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/0610,Informations- und Kommunikationstechnologien (IKT) – nicht näher definiert,,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/061,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/0611,Computernutzung,"Computer use is the study of using computers and computer software and applications for different purposes. These programmes are generally of short duration.
Programmes and qualifications with the following main content are classified here:
Computer use
Use of software for calculating (spread sheets)
Use of software for data processing
Use of software for desk top publishing
Use of software for word processing
Use of Internet",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/061,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken,"Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/061,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/0613,Entwicklung und Analyse von Software und Anwendungen,"Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'.",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/061,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/0619,Informations- und Kommunikationstechnologien – nirgendwo sonst klassifiziert,"Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence",,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/068,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Informations- und Kommunikationstechnologien (IKT),,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/06,Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/068,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Informations- und Kommunikationstechnologien (IKT),http://data.europa.eu/esco/isced-f/0688,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Informations- und Kommunikationstechnologien (IKT),Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here.,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/07,"Ingenieurwesen, Fertigung und Bauwesen",,,,,,,K,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/07,"Ingenieurwesen, Fertigung und Bauwesen",http://data.europa.eu/esco/isced-f/070,"Ingenieurwesen, Fertigung und Bauwesen – nicht näher definiert",,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/07,"Ingenieurwesen, Fertigung und Bauwesen",http://data.europa.eu/esco/isced-f/070,"Ingenieurwesen, Fertigung und Bauwesen – nicht näher definiert",http://data.europa.eu/esco/isced-f/0700,"Ingenieurwesen, Fertigung und Bauwesen – nicht näher definiert",,,K,,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/07,"Ingenieurwesen, Fertigung und Bauwesen",http://data.europa.eu/esco/isced-f/071,Ingenieurwesen und Ingenieurberufe,,,,,K,,
http://data.europa.eu/esco/skill/K,Kenntnisse,http://data.europa.eu/esco/isced-f/07,"Ingenieurwesen, Fertigung und Bauwesen",http://data.europa.eu/esco/isced-f/071,Ingenieurwesen und Ingenieurberufe,http://data.europa.eu/esco/isced-f/0710,Ingenieurwesen und Ingenieurberufe – nicht näher definiert,,,K,,,
