Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.8,"Überwachung, Inspektion und Prüfung",http://data.europa.eu/esco/skill/S2.8.6,Überwachung des Gesundheitszustands,Monitoring health conditions of humans or animals.,"Excludes:
- Testing and analysing substances

Examples:
- Monitor patient's health condition
- Monitor pregnancy
- Monitor fish health status",S,S2,S2.8,S2.8.6
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.8,"Überwachung, Inspektion und Prüfung",http://data.europa.eu/esco/skill/S2.8.8,Prüfung und Analyse von Stoffen,"Performing tests and analyses of gases, fluids or solid substances, such as blood samples, cell cultures and samples of food and beverages.","Examples:
- Analyse body fluids
- Conduct soil sample tests
- Test alkalinity
- Test oxygen purity",S,S2,S2.8,S2.8.8
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.9,Beobachtung von Entwicklungen in einem Fachgebiet,,,"Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.","Examples:
- Follow trends in sporting equipment
- Keep up to date with diagnostic innovations
- Monitor legislation developments
- Monitor technology trends",S,S2,S2.9
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S2,Informationskompetenzen,http://data.europa.eu/esco/skill/S2.9,Beobachtung von Entwicklungen in einem Fachgebiet,http://data.europa.eu/esco/skill/S2.9.0,Beobachtung von Entwicklungen in einem Fachgebiet,"Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.","Examples:
- Follow trends in sporting equipment
- Keep up to date with diagnostic innovations
- Monitor legislation developments
- Monitor technology trends",S,S2,S2.9,S2.9.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,,,,,"Providing assistance, nurturing, care, service and support to people, and ensuring compliance to rules, standards, guidelines or laws.",,S,S3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.0,Unterstützung und Pflege,,,"Providing assistance, nurturing, care, service and support to people, and ensuring compliance to rules, standards, guidelines or laws.",,S,S3,S3.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.0,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.0.0,Unterstützung und Pflege,"Providing assistance, nurturing, care, service and support to people, and ensuring compliance to rules, standards, guidelines or laws.",,S,S3,S3.0,S3.0.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.1,Beratung,,,"Responding to clients' needs by interpreting their emotional and motivational states, and determining and providing appropriate support or interventions.",,S,S3,S3.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.1,Beratung,http://data.europa.eu/esco/skill/S3.1.0,Beratung,"Responding to clients' needs by interpreting their emotional and motivational states, and determining and providing appropriate support or interventions.",,S,S3,S3.1,S3.1.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.1,Beratung,http://data.europa.eu/esco/skill/S3.1.1,"Beratung in persönlichen, familiären oder sozialen Fragen","Responding to clients' needs by interpreting their emotional and motivational states, and assisting them to understand their situation.","Examples:
- Give advice on personal matters
- Help clients cope with grief",S,S3,S3.1,S3.1.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.1,Beratung,http://data.europa.eu/esco/skill/S3.1.2,Unterstützung bei der Lösung von Problemen,"Providing appropriate support or interventions to others to assist them to resolve their personal, family or social problems.","Examples:
- Assist families in crisis situations
- Provide victim assistance",S,S3,S3.1,S3.1.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.1,Beratung,http://data.europa.eu/esco/skill/S3.1.3,Unterstützung von Menschen beim Zugang zu Dienstleistungen,"Assist others to gain access to social, legal or other services and benefits, including making referrals to other professionals and organisations.","Examples:
- Refer service users to community resources",S,S3,S3.1,S3.1.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,,,Treating injuries and health conditions through the provision of health care and medical treatments to people.,"Excludes:
- Veterinary care
- Diagnosing health conditions",S,S3,S3.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.0,Gesundheitsfürsorge und medizinische Behandlungen,Treating injuries and health conditions through the provision of health care and medical treatments to people.,"Excludes:
- Veterinary care
- Diagnosing health conditions",S,S3,S3.2,S3.2.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.1,"Medizinische, zahnärztliche und pflegerische Versorgung","Treating injuries and health conditions among humans, through administering medication and providing other medical treatments and nursing care.","Excludes:
- Veterinary care
- Performing surgery
- Physiotherapy
- Occupational therapy
- Psychotherapy

Examples:
- Provide professional care in nursing
- Administer prescribed medication
- Carry out wound care
- Manage acute pain
- Rehabilitate worn dentition",S,S3,S3.2,S3.2.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.2,Durchführung chirurgischer Eingriffe,Treating injuries and health conditions through provision of various types of surgical intervention.,"Excludes:
- Veterinary surgery

Examples:
- Dental surgery
- Administer anaesthetics
- Perform paediatric surgery",S,S3,S3.2,S3.2.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.3,Physikalische Therapien,"Treating injuries and health conditions through physiotherapy, massage, chiropractic and other physical therapies.","Excludes:
- Veterinary care
- Non-therapeutic massage

Examples:
- Apply clinical physiotherapy skills
- Administer hydrotherapy
- Give shiatsu massages",S,S3,S3.2,S3.2.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.4,Psychologische und berufsbezogene Therapien,"Treating human health conditions through provision psychological and occupational, music or related therapies.","Examples:
- Apply psychoanalysis
- Use psychotherapeutic interventions
- Remediate healthcare user's occupational performance
- Apply music therapy treatment methods",S,S3,S3.2,S3.2.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.5,"Verschreiben und Bestellen von medizinischen Tests, Behandlungen oder Geräten","Ordering medical tests such as blood tests or medical imaging, planning courses of treatment and prescribing medication, or medical and prosthetic devices.","Excludes:
- Veterinary care

Examples:
- Prescribe medication
- Prescribe psychotherapeutic treatment",S,S3,S3.2,S3.2.5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,http://data.europa.eu/esco/skill/S3.2.6,Anpassung von Hilfsmitteln,Fitting assistive devices such as prostheses or orthotics to patients or clients.,"Excludes:
- Veterinary care

Examples:
- Tailor orthopaedic footwear",S,S3,S3.2,S3.2.6
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,,,"Responding to public and personal safety and security needs and ensuring compliance to rules, standards, guidelines or laws.",,S,S3,S3.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.0,Schutz und Durchsetzung,"Responding to public and personal safety and security needs and ensuring compliance to rules, standards, guidelines or laws.",,S,S3,S3.3,S3.3.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.1,Einhaltung von Verfahren zu Sicherheit und Gesundheitsschutz,"Ensuring compliance to rules, standards, guidelines laws or good practices relating to the health and safety of oneself, co-workers, employees and the public.","Excludes:
- Attending to personal hygiene; see A1.3.1

Examples:
- Follow hygienic work practices
- Use personal protection equipment
- Protect health and well-being while using digital technologies",S,S3,S3.3,S3.3.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.2,Einhaltung von Umweltschutzgesetzen und -normen,"Ensuring compliance with regulations, standards, guidelines, laws or practices relating to the protection of the environment.","Examples:
- Follow environmentally-sustainable work practices
- Implement environmental protection measures
- Protect biodiversity",S,S3,S3.3,S3.3.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.3,Einhaltung rechtlicher und organisatorischer Leitlinien,"Ensuring compliance with rules, standards, policies, guidelines or laws relating to matters other than health, safety and the environment.","Examples:
- Adhere to organisational guidelines
- Ensure compliance with healthcare regulations",S,S3,S3.3,S3.3.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.4,Überprüfung von Identitäten und Dokumenten,"Check an individuals' documentation, such as driver's licenses, official identification documents, travel documents and tickets, to ensure compliance with legal regulations, identify individuals, and assess their right to access services, areas or facilities.","Examples:
- Check official documents
- Check passenger tickets
- Check tickets at venue entry",S,S3,S3.3,S3.3.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.5,Aufrechterhaltung und Durchsetzung der physischen Sicherheit,Ensuring safety and security of persons and property through physical actions.,"Examples:
- Extinguish fires 
- Conduct security screenings
- Detain offenders
- Rescue bathers",S,S3,S3.3,S3.3.5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,http://data.europa.eu/esco/skill/S3.3.6,Schutz von Privatsphäre und personenbezogenen Daten,"Using and sharing identifiable information about individuals or enterprises in a manner that respects data protection principles, privacy and confidentiality.","Examples:
- Protect personal data and privacy
- Safeguard online privacy and identity 
- Ensure the privacy of guests",S,S3,S3.3,S3.3.6
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,,,"Assisting the public by answering questions, making recommendations, and providing information or support in response to requests.","Excludes:
- Provide high quality client service
- Satisfy customers",S,S3,S3.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,http://data.europa.eu/esco/skill/S3.4.0,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,"Assisting the public by answering questions, making recommendations, and providing information or support in response to requests.","Excludes:
- Provide high quality client service
- Satisfy customers",S,S3,S3.4,S3.4.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,http://data.europa.eu/esco/skill/S3.4.1,Bereitstellung von Informationen für die Öffentlichkeit und Kunden,"Answering questions, making recommendations, and providing information or support in response to requests from clients, customers, guests or members of the public.","Excludes:
- Presentation of information to groups

Examples:
- Inform customers of activity changes
- Respond to enquiries",S,S3,S3.4,S3.4.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,http://data.europa.eu/esco/skill/S3.4.2,Begleitung von Personen,"Accompanying, escorting or guiding other people or groups of people on trips, social events, outings or crossing roads.","Excludes:
- Escort defendants
- Provide bodyguard services

Examples:
- Escort students on a field trip
- Escort visitors to a place of interest",S,S3,S3.4,S3.4.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,http://data.europa.eu/esco/skill/S3.4.3,Unterstützung von Menschen bei Formalitäten,"Assisting others with completing forms, provision of documentation required for access to services, issuance of official documents or enrolment in programmes.","Examples:
- Assist in loan applications",S,S3,S3.4,S3.4.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,http://data.europa.eu/esco/skill/S3.4.4,Allgemeine Unterstützung von Menschen,"Welcoming and supporting clients, patrons, visitors and others by helping them to feel at ease, supporting special requirements, and assisting them with general activities such as finding seats, making reservations and using facilities.","Excludes:
- Provide high quality client service
- Satisfy customers

Examples:
- Welcome guests
- Assist at check-in",S,S3,S3.4,S3.4.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.5,Zubereitung von und Versorgung mit Speisen und Getränken,,,Providing food and beverage services.,,S,S3,S3.5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.5,Zubereitung von und Versorgung mit Speisen und Getränken,http://data.europa.eu/esco/skill/S3.5.0,Zubereitung von und Versorgung mit Speisen und Getränken,Providing food and beverage services.,,S,S3,S3.5,S3.5.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.5,Zubereitung von und Versorgung mit Speisen und Getränken,http://data.europa.eu/esco/skill/S3.5.1,Zubereitung von Speisen und Getränken,Preparing and cooking meals and beverages.,"Excludes:
- Manufacturing food products

Examples:
- Prepare meat dishes
- Prepare dairy products for use in a dish
- Prepare garnish for drinks",S,S3,S3.5,S3.5.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.5,Zubereitung von und Versorgung mit Speisen und Getränken,http://data.europa.eu/esco/skill/S3.5.2,Servieren von Speisen und Getränken,"Serving food and beverages to clients in restaurants, canteens, cafes, bars, transportation equipment or other locations.","Examples:
- Serve food in table service
- Prepare service trolleys
- Serve wines",S,S3,S3.5,S3.5.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,,,Responding to the daily and occasional personal care needs of people.,"Excludes:
- Administration of medical treatments and therapies, therapeutic massage",S,S3,S3.6
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,http://data.europa.eu/esco/skill/S3.6.0,Erbringung von Pflegedienstleistungen,Responding to the daily and occasional personal care needs of people.,"Excludes:
- Administration of medical treatments and therapies, therapeutic massage",S,S3,S3.6,S3.6.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,http://data.europa.eu/esco/skill/S3.6.1,Unterstützung von Menschen bei der Mobilität,"Moving or assisting movement of persons with restricted mobility due to illness, accidents, disability, or medical procedures.","Excludes:
- Driving vehicles

Examples:
- Transfer patients",S,S3,S3.6,S3.6.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,http://data.europa.eu/esco/skill/S3.6.2,Unterstützung bei persönlichen Bedürfnissen,"Assisting others with personal needs and care such as bathing, dressing, feeding, relaxation and comfort.","Excludes:
- Administration of medical treatments and therapies
- Therapeutic massage
- Caring for children

Examples:
- Provide basic support to patients
- Give non-therapeutic massages
- Provide domestic care",S,S3,S3.6,S3.6.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,http://data.europa.eu/esco/skill/S3.6.3,Betreuung von Kindern,Providing care for and assistance to children.,"Excludes:
- Administration of medical treatments and therapies
- Teaching
- Counselling and providing support to children to resolve personal, psychological or social problems

Examples:
- Attend to children's basic physical needs
- Play with children",S,S3,S3.6,S3.6.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,http://data.europa.eu/esco/skill/S3.6.4,Hairstyling und Schönheitsbehandlungen,"Grooming, styling or removing hair, applying make-up and providing beauty treatments, to meet the appearance desired by clients or required for the purposes such as theatrical performance.","Examples:
- Apply nail polish
- Use hair removal techniques",S,S3,S3.6,S3.6.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,,,,,"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",,S,S4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.0,Managementfähigkeiten,,,"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",,S,S4,S4.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.0,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.0.0,Managementfähigkeiten,"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",,S,S4,S4.0,S4.0.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,,,"Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",,S,S4,S4.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.0,Entwicklung von Zielen und Strategien,"Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",,S,S4,S4.1,S4.1.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.1,Ermittlung von Möglichkeiten,Identifying business or organizational opportunities.,"Examples:
- Identify market niches
- Identify new business opportunities
- Identify process improvements",S,S4,S4.1,S4.1.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.2,"Entwicklung von Finanz-, Geschäfts- oder Marketingplänen","Envision and develop strategies and plans for companies and organisations aimed at purposes such as establishing new markets, refurbishing the equipment and machinery of a company, implementing pricing strategies, and restoring or maintaining financial viability.","Examples:
- Develop business case
- Draw up marketing and sales plan
- Create a financial plan",S,S4,S4.1,S4.1.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.3,Entwicklung betrieblicher Strategien und Verfahren,"Developing organisational and operational methods, policies, procedures or standards.","Examples:
- Define organisational standards
- Develop environmental policy
- Establish an ICT customer support process",S,S4,S4.1,S4.1.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.4,Entwicklung von Forschungsplänen,Developing plans and programmes for the conduct of research and investigations to extend human knowledge or develop new products.,"Examples:
- Plan research process
- Identify research topics",S,S4,S4.1,S4.1.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.5,Entwicklung von Gesundheitsprogrammen,Developing plans for the promotion and protection of public and community health and the provision of health services.,"Examples:
- Develop advanced health promotion strategies
- Promote sport activities in public health",S,S4,S4.1,S4.1.5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.6,Entwicklung von Schulungsprogrammen,"Developing education and training programs, plans, or procedures for society in general, specific groups or tailored to an individual's learning needs.","Examples:
- Develop curriculum
- Construct individual learning plans
- Develop training programmes",S,S4,S4.1,S4.1.6
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,http://data.europa.eu/esco/skill/S4.1.7,Entwicklung von Notfall- und Notfallmaßnahmenplänen,"Composing and maintaining procedures outlining specific actions to be taken in the event of an emergency or adverse event, taking into account all the risks and dangers that could be involved, ensuring that the plans comply with safety legislation and represent the safest course of action.","Examples:
- Manage disaster recovery plans
- Plan railway incident mitigation measures",S,S4,S4.1,S4.1.7
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.2,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",,,"Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.",,S,S4,S4.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.2,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",http://data.europa.eu/esco/skill/S4.2.0,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten","Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.",,S,S4,S4.2,S4.2.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.2,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",http://data.europa.eu/esco/skill/S4.2.1,Leitung betrieblicher Tätigkeiten,"Directing, supervising and coordinating operational activities, projects and tasks.","Examples:
- Coordinate rescue missions
- Direct distribution operations
- Lead clinical pharmacology studies
- Manage engineering project
- Oversee pre-assembly operations
- Supervise landscape projects",S,S4,S4.2,S4.2.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.2,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",http://data.europa.eu/esco/skill/S4.2.2,Planung von Veranstaltungen und Aktivitäten,"Planning and scheduling workflow and timelines for projects, events or programs.","Examples:
- Create production schedules
- Adjust priorities
- Manage time
- Plan engineering activities",S,S4,S4.2,S4.2.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.3,Zuweisung und Kontrolle von Ressourcen,,,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.","Excludes:
- Delegate activities",S,S4,S4.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.3,Zuweisung und Kontrolle von Ressourcen,http://data.europa.eu/esco/skill/S4.3.0,Zuweisung und Kontrolle von Ressourcen,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.","Excludes:
- Delegate activities",S,S4,S4.3,S4.3.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.3,Zuweisung und Kontrolle von Ressourcen,http://data.europa.eu/esco/skill/S4.3.1,Verwaltung von Haushalten oder Finanzen,Determining the distribution and availability financial assets and putting in place financial and administrative controls.,"Examples:
- Control financial resources
- Manage revenue
- Handle external financing",S,S4,S4.3,S4.3.1
