,concept_uri,preferred_label
12926,http://data.europa.eu/esco/skill/ef1d031a-33f1-4778-934c-080545315686,Verkehrsunfälle untersuchen
12927,http://data.europa.eu/esco/skill/ef1e63c9-f8c1-46ad-8c74-3cea311c9377,Pädagogik für Menschen mit besonderen Bedürfnissen
12928,http://data.europa.eu/esco/skill/ef1e6c93-2a90-4abf-951b-a8ae283d368d,Entlassung unter der Leitung von Krankenpflegepersonal durchführen
12929,http://data.europa.eu/esco/skill/ef250dbf-2f98-4895-8e4b-fdc804e71555,Venerologie
12930,http://data.europa.eu/esco/skill/ef258352-7226-4eb8-a943-4be6eaa5ec00,Lebensmittelrisiken analysieren
12931,http://data.europa.eu/esco/skill/ef2adfe8-d7a5-465d-bbe6-8f9e913ae7ed,temporäre Baustelleninfrastruktur einrichten
12932,http://data.europa.eu/esco/skill/ef2e6fd3-7ae4-478b-b9c8-28c689955277,Pflegebedarf der Klauen von Rindern beurteilen
12933,http://data.europa.eu/esco/skill/ef30e7f8-1ef0-4a6f-87ac-d6a701125305,Mengenlehre
12934,http://data.europa.eu/esco/skill/ef31d34e-039b-4cbb-a175-fdf6ffcae59c,Schienenfehler prüfen
12935,http://data.europa.eu/esco/skill/ef3b0fe7-236f-4910-994a-5cf8f126cb9d,Arten der Bewertung
12936,http://data.europa.eu/esco/skill/ef46ca1b-8f6d-4d3d-9f72-f681223f5b52,Schlachtkörper inspizieren
12937,http://data.europa.eu/esco/skill/ef49078c-256b-452e-8729-54c0541442c4,Besucher/Besucherinnen an Schauplätzen der Tour informieren
12938,http://data.europa.eu/esco/skill/ef4a3050-2232-4562-9ecd-bd1d5f22f064,Eigenschaften von Lebensmitteln bei Eingang analysieren
12939,http://data.europa.eu/esco/skill/ef52e108-b20e-415c-ae1b-8dcc50a47a6b,Heimtierkrankheiten
12940,http://data.europa.eu/esco/skill/ef539e4d-8907-4a88-b2f7-8f8fa95e3117,Bestimmungen zu Medizinprodukten
12941,http://data.europa.eu/esco/skill/ef59f2b1-66d6-4a10-a775-00714fc4f2dc,Schlachtkörper teilen
12942,http://data.europa.eu/esco/skill/ef5ac37b-f46d-40fe-8fba-f47ee34a6779,Menschen aus großer Höhe evakuieren
12943,http://data.europa.eu/esco/skill/ef64005d-75bc-4597-8ed6-717edec5e55e,Website-Sichtbarkeit erhöhen
12944,http://data.europa.eu/esco/skill/ef69c0d3-0203-4de5-848f-9329c7fe8440,zahnmedizinische Rezepte schreiben
12945,http://data.europa.eu/esco/skill/ef6aeca0-e93e-4345-9f5a-347db844f26b,Geräte zum Schornsteinfegen nutzen
12946,http://data.europa.eu/esco/skill/ef6cb992-07d1-435b-a150-45d92228db1e,Sanitäreinrichtung anbringen
12947,http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,auf physische Veränderungen oder Gefahren reagieren
12948,http://data.europa.eu/esco/skill/ef761689-876b-47fa-b83c-aa1e7b092fe1,Klebeband aufbringen
12949,http://data.europa.eu/esco/skill/ef822959-5142-4a45-967f-8cc745ceab38,Narkosemittel für Tiere einsetzen
12950,http://data.europa.eu/esco/skill/ef983998-fa85-4214-91ba-fb4b2f1e0cd5,Temperatur regeln
12951,http://data.europa.eu/esco/skill/efa0a7d9-9dfd-4bff-bc18-c7e25b241e97,Vinylschallplatten
12952,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,Mechanik
12953,http://data.europa.eu/esco/skill/efa2e311-cea8-4ac3-a9ac-6d4c679715ae,Maßnahmen zur Vermeidung von Sicherheitsrisiken beim Schneeräumen anwenden
12954,http://data.europa.eu/esco/skill/efa7943e-28b8-4657-bccb-f04e86ba058b,Kurdisch schreiben
12955,http://data.europa.eu/esco/skill/efa7a6e9-3018-4125-8ac5-5b5d513bcba7,Verwaltung im Bildungsbereich
12956,http://data.europa.eu/esco/skill/efacdaad-ab73-4056-bee3-4eb34b458bf6,Industriedesign
12957,http://data.europa.eu/esco/skill/efaef6b2-1435-436f-94b6-ead3bcf0db9c,Strategien der Differenzialdiagnostik anbieten
12958,http://data.europa.eu/esco/skill/efafc59d-a2bc-4f10-b681-edd0053f3de7,über psychotherapeutischen Ansatz entscheiden
12959,http://data.europa.eu/esco/skill/efb0eff5-ca8d-4638-b119-0c14a953f77c,Haarpflegeprodukte
12960,http://data.europa.eu/esco/skill/efb523d0-c998-440d-8639-cd14ba841c4c,öffentliches Recht
12961,http://data.europa.eu/esco/skill/efb63052-8b3e-4d61-96d6-45279eab1511,Qualität der Lebensmittel gewährleisten
12962,http://data.europa.eu/esco/skill/efb78e4e-037b-4af4-b009-a5e83c6cfd7e,Pulver sieben
12963,http://data.europa.eu/esco/skill/efbd5328-029f-43b7-9da8-009159933f6f,Mängelüberprüfung in Güterwaggons vornehmen
12964,http://data.europa.eu/esco/skill/efc1d46f-39ab-4c73-ade6-0a99a90dbeba,Regelungen für den Kundendienst planen
12965,http://data.europa.eu/esco/skill/efc49485-b24b-46d5-825c-d9d80864c8da,Flotte bedarfs- und aufgabengerecht verwalten
12966,http://data.europa.eu/esco/skill/efc5534d-3631-4564-a7b0-f6ae558f3c03,Einhaltung von Vorgaben sicherstellen
12967,http://data.europa.eu/esco/skill/efc6ffdd-529a-4045-992f-a8dffcce0d9c,Sozialberatung am Telefon anbieten
12968,http://data.europa.eu/esco/skill/efc8bf52-f724-4dc6-bd22-93d9e9253eed,Möbel für das Aufbringen von Farbe vorbereiten
12969,http://data.europa.eu/esco/skill/efd50a11-ccd9-424c-a5af-c6b4bb5ef006,lebende Tiere
12970,http://data.europa.eu/esco/skill/efd806d5-8390-4591-9c52-14d8f74bfa43,dekorative Speisetheken gestalten
12971,http://data.europa.eu/esco/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,in Bezug auf Trends auf dem Laufenden bleiben
12972,http://data.europa.eu/esco/skill/efe5d94c-2249-4a50-8c44-6e77331c698d,Diebstahlschutz regeln
12973,http://data.europa.eu/esco/skill/efe679da-60c2-40d7-a99a-1d6f938f5321,Eisenbahnsignaltechnik prüfen
12974,http://data.europa.eu/esco/skill/efe801a5-8704-4def-8a96-c32f7a6cb9fb,Beziehungen zu Eltern von Kindern pflegen
12975,http://data.europa.eu/esco/skill/efe93596-c3f4-41d3-b7ee-2e6c1170619a,Teilnehmer/Teilnehmerinnen von Sophrologiesitzungen betreuen
12976,http://data.europa.eu/esco/skill/efe9be37-2433-4b58-95f4-283f2c048104,im Hinblick auf die Teilnahme an Finanzmärkten beraten
12977,http://data.europa.eu/esco/skill/efed789f-e3fc-405c-ac27-062fdef14125,neue Behandlungsmethoden für Bluterkrankungen erforschen
12978,http://data.europa.eu/esco/skill/eff1bb34-b454-4482-8c29-65f820619f3c,Insourcing-Strategie
12979,http://data.europa.eu/esco/skill/eff639b4-c8ac-437f-8f06-e85248660dff,Stanzmaschinentypen
12980,http://data.europa.eu/esco/skill/eff776a5-b65c-4a90-b144-5c459d6fa794,Taumelverfahren
12981,http://data.europa.eu/esco/skill/f0006418-17ee-4c38-af75-f5e1e35de64c,Maschinen bauen
12982,http://data.europa.eu/esco/skill/f0010b93-5552-45cb-ad26-168c8168f319,Nexpose
12983,http://data.europa.eu/esco/skill/f005306e-5de6-4b23-bd5f-65d8b542b83a,Produktionsräume instand halten
12984,http://data.europa.eu/esco/skill/f00b56a7-0160-4af4-bb7c-e6ef02d06a4f,Pharmakotherapie
12985,http://data.europa.eu/esco/skill/f0153530-9ff3-4fe6-8f9e-012d06ac5b89,Anwendung der Gesetze sicherstellen
12986,http://data.europa.eu/esco/skill/f015c5d5-6a1c-4f63-9012-a05f4f34105e,Metallschutzgasschweißungen durchführen
12987,http://data.europa.eu/esco/skill/f018c29a-e837-4c4e-ac7c-aea212e0fc48,gesprochenes Urdu verstehen
12988,http://data.europa.eu/esco/skill/f01e377c-f32b-4ae4-9db6-e788a2aaa086,selbstständig im Landschaftsbau arbeiten
12989,http://data.europa.eu/esco/skill/f01fe651-4270-47e8-bb85-e74c8084bd83,Wasserfluss bestimmen
12990,http://data.europa.eu/esco/skill/f022949a-39bf-4f54-978e-3d5fa8dd19d9,Verhalten von Tieren
12991,http://data.europa.eu/esco/skill/f022b5ff-8496-4722-a7a3-ef3c072f01f6,klinische Verschlüsselungsverfahren anwenden
12992,http://data.europa.eu/esco/skill/f024dd81-76a9-4d84-950e-7c6d1383a403,Medikamente auf das Verfallsdatum überprüfen
12993,http://data.europa.eu/esco/skill/f0271c5c-2214-4c2b-8e94-68fbc2ea1382,Lagerstättenerstbewertung abschließen
12994,http://data.europa.eu/esco/skill/f0318969-d484-4065-87d3-90f71c63e51e,Kundinnen und Kunden bei der Bedienung von Kartenautomaten helfen
12995,http://data.europa.eu/esco/skill/f038e121-fcc1-4327-9175-f1726cadeb00,postnataler Rechtsschutz
12996,http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,Standard-Warenwirtschaftssystem verwalten
12997,http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940,integriertes Design
12998,http://data.europa.eu/esco/skill/f040111a-4d15-4dec-b343-fc4259318ee6,Schiffe in Häfen lotsen
12999,http://data.europa.eu/esco/skill/f041ce17-a005-4c69-846e-e3806e0b62f9,zwischen einzelnen Arbeitsschichten kommunizieren
13000,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,Internet der Dinge
13001,http://data.europa.eu/esco/skill/f0529a12-48bc-4176-949b-5b43aee207bd,nichtformale Bildungsaktivitäten entwickeln
13002,http://data.europa.eu/esco/skill/f055364f-26ea-455e-a393-b575c149c7e4,Tätigkeiten der Schöffen und Schöffinnen betreuen
13003,http://data.europa.eu/esco/skill/f0555eaa-6e83-4398-8a64-018d9adbd290,Getränkevergasungsanlagen beaufsichtigen
13004,http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96,Computergrafiken entwerfen
13005,http://data.europa.eu/esco/skill/f063e7e4-e98a-496e-8cd5-b7c6153dff3e,Uhrzeiger anbringen
13006,http://data.europa.eu/esco/skill/f0699875-51da-48d2-bc92-54b0749baef1,Kursüberblick erstellen
13007,http://data.europa.eu/esco/skill/f06caf0e-acea-48cd-a7c3-eaa8213545cc,Geschosspresse bedienen
13008,http://data.europa.eu/esco/skill/f0737aae-0908-4c1b-a016-8858deecd8d8,Polsterfüllungen
13009,http://data.europa.eu/esco/skill/f077719c-82ff-4035-9426-47c5eb554454,mittelfristige Ziele erreichen
13010,http://data.europa.eu/esco/skill/f07e6582-0377-41a2-8dcd-3554c538dc2a,Schaumflotationsprozesse
13011,http://data.europa.eu/esco/skill/f08107de-9dc1-47cf-93e0-7e44820b82b7,verschiedene Trocknungsverfahren für Obst und Gemüse anwenden
13012,http://data.europa.eu/esco/skill/f0866297-90ef-41ba-93e7-ddea0ef2193b,Informationsdienste organisieren
13013,http://data.europa.eu/esco/skill/f08e2bd6-0366-4948-a670-1f03f130126f,neue Konzepte erstellen
13014,http://data.europa.eu/esco/skill/f090315f-5e45-4dc1-b1f4-e2ba74c205da,Flugzeugrumpf kontrollieren
13015,http://data.europa.eu/esco/skill/f09e70cb-5d8c-4c57-b027-a45127c0bf92,sensible Kundendaten sichern
13016,http://data.europa.eu/esco/skill/f0a1db01-ffbd-4366-8120-add9bd134ffd,Interessenvertretungsarbeit beaufsichtigen
13017,http://data.europa.eu/esco/skill/f0a393f2-1427-4252-9124-410829e4b510,pyrotechnisches Material lagern
13018,http://data.europa.eu/esco/skill/f0a84d52-91fd-45ec-9fe9-e363d9318b9e,emotionale Intelligenz besitzen
13019,http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302,elektrische Maschinen
13020,http://data.europa.eu/esco/skill/f0ae209a-e9d7-4437-a2c3-d615d653d620,mechanische Schmiedepresse pflegen
13021,http://data.europa.eu/esco/skill/f0b3027b-711e-423c-b8cf-c045f42e1523,handwerkliche Tätigkeiten überwachen
13022,http://data.europa.eu/esco/skill/f0b45409-42ca-42bc-a701-041e594d0657,die Gleichstellung der Geschlechter am Arbeitsplatz gewährleisten
13023,http://data.europa.eu/esco/skill/f0c3839a-e295-42b5-b986-b3960c90c79f,Herstellungs-Vormaterialien prüfen
13024,http://data.europa.eu/esco/skill/f0c94e76-dead-475b-bde7-99d873bd2b7b,Rechtsvorschriften zum Schutz von Vermögenswerten
13025,http://data.europa.eu/esco/skill/f0c987fc-4d50-4f74-ac5f-4b970c6bd2e9,Betonpumpe aufbauen
13026,http://data.europa.eu/esco/skill/f0cfc5d3-5d39-433e-b652-0ac274703495,Bruthorden handhaben
13027,http://data.europa.eu/esco/skill/f0d4e3d4-2fb0-4ee2-bfee-f06416f7097a,Abwasserrohre verlegen
13028,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps
13029,http://data.europa.eu/esco/skill/f0ee650c-b2e3-436b-a364-31c95d4626e4,Biomarker
13030,http://data.europa.eu/esco/skill/f0efcb76-6435-42a6-98d2-248445f95f30,Uhren verkaufen
13031,http://data.europa.eu/esco/skill/f0f2da78-ef60-4653-b2c8-ff0a7a9ea2f8,Bibliotheksbenutzer/innen digitale Kompetenz vermitteln
13032,http://data.europa.eu/esco/skill/f0f3e528-d984-4238-8ef7-58a6c300cabe,Detektoren für Metallverunreinigungen bedienen
13033,http://data.europa.eu/esco/skill/f0f5bb34-71df-4715-9c9e-03567b76ec8f,Website-Wireframe erstellen
13034,http://data.europa.eu/esco/skill/f0f7b85f-9941-4824-bb66-7460b43dc575,Grundlagen des Ingenieurwesens vermitteln
13035,http://data.europa.eu/esco/skill/f0fc8821-3b60-487d-9905-6228842ba259,Definitionen erstellen
13036,http://data.europa.eu/esco/skill/f0ff6f10-cbb4-44c0-acd5-ed17046b1396,Signalverstärker installieren
13037,http://data.europa.eu/esco/skill/f10142ce-d522-49c3-9fd1-054fb63529d4,Testverfahren entwickeln
13038,http://data.europa.eu/esco/skill/f10cf304-f32c-40ee-97a7-ec8d84d72955,Ladendiebstahl verhindern
13039,http://data.europa.eu/esco/skill/f11269dd-67b0-4577-bf1d-3f63bd2d1e24,Bordbücher führen
13040,http://data.europa.eu/esco/skill/f1155d3f-fbca-4298-a31c-f6955653bacf,Unternehmensteams auf der Grundlage von Kompetenzen bilden
13041,http://data.europa.eu/esco/skill/f1168382-333b-4528-b6af-57a17ed20214,Wickelmaschinen für Isolierschläuche warten
13042,http://data.europa.eu/esco/skill/f120ad8f-dab4-4fa5-bbd8-b031d60cbfbf,Zoopersonal managen
13043,http://data.europa.eu/esco/skill/f12d412a-04e3-49a8-a4f6-2e32a67c12a2,Metallziehverfahren
13044,http://data.europa.eu/esco/skill/f12e0891-dbcf-4225-9574-a619f39ec0c3,Geschichten überprüfen
13045,http://data.europa.eu/esco/skill/f12f094b-492f-4e88-b36b-50b8e58b7500,umwelttechnische Standortbewertung durchführen
13046,http://data.europa.eu/esco/skill/f1302b71-c672-4c9a-9491-1b39a20b2c75,Tätigkeiten im Bereich der Sicherheit unter Einsatz von Hunden durchführen
13047,http://data.europa.eu/esco/skill/f130eab9-64a5-47f8-a63e-e4788aa935ce,Markteintrittsplanung
13048,http://data.europa.eu/esco/skill/f133e815-4477-428e-9c66-774954b6e39f,Nutzholz ernten
13049,http://data.europa.eu/esco/skill/f13aa1f8-64c7-4ab4-b3a9-f911146e9342,Arten von Duschen
13050,http://data.europa.eu/esco/skill/f13bcfba-84b9-44a0-974f-a3d5b470ea9a,Inspektionsrunde abgehen
13051,http://data.europa.eu/esco/skill/f13cae48-a480-44d3-b692-0e77c4dbb519,Wärmeofen installieren
13052,http://data.europa.eu/esco/skill/f1421b08-2893-43e1-9b8c-8dbbae7f7f13,Steinmetzeisen verwenden
13053,http://data.europa.eu/esco/skill/f143bbc9-cc9d-4629-87d5-4d747838ddb3,Strategien für den Umgang mit Fällen sexueller Gewalt
13054,http://data.europa.eu/esco/skill/f14bd327-7ddc-4e83-a06b-cb0214c76183,dekorative Gestaltungselemente an Fahrzeugen anbringen
13055,http://data.europa.eu/esco/skill/f14cfbac-07c5-43de-8b63-51518be99826,Windkraftanlagen entwerfen
13056,http://data.europa.eu/esco/skill/f14ff4b7-be1e-4b55-b39b-520005f8a97e,Kontakte zu Managern pflegen
13057,http://data.europa.eu/esco/skill/f150e743-1313-48e5-9948-4179a3c7ad95,Bewegungstechniken
13058,http://data.europa.eu/esco/skill/f155b8be-f4f9-4236-b22a-a875ca6a3293,sportliche Aktivitäten im Gesundheitswesen fördern
13059,http://data.europa.eu/esco/skill/f15b591a-2522-44e4-a4ed-3b3a3e9801eb,Rohmilch lagern
13060,http://data.europa.eu/esco/skill/f161e068-f393-4c88-b980-ff235832bfe0,Taktik für ein Fußballspiel bestimmen
13061,http://data.europa.eu/esco/skill/f162173b-2c79-42d0-9933-f45f4cf87e5c,Herstellung und Vertrieb von Werbematerialien für Reiseziele leiten
13062,http://data.europa.eu/esco/skill/f1621a21-ea45-4ee0-b738-5a5ca3882184,Rechtstitelverfahren überwachen
13063,http://data.europa.eu/esco/skill/f16238ba-b135-4fa5-806d-89d513ad35e1,Musikinstrumente für die Aufführung vorbereiten
13064,http://data.europa.eu/esco/skill/f167af5e-096a-4ffd-8340-8306399823a3,Zugstrecken
13065,http://data.europa.eu/esco/skill/f16e242e-a0e1-4d3a-b8bc-0fc6eca50354,Kasachisch schreiben
13066,http://data.europa.eu/esco/skill/f17846ea-7278-4b92-808e-bddeb6122cbe,Reinigungsarbeiten im Außenbereich vornehmen
13067,http://data.europa.eu/esco/skill/f17a8366-5d5d-44b1-9cc8-94c605ef9b8e,für Gesundheit und Sicherheit des Personals in Aquakulturen sorgen
13068,http://data.europa.eu/esco/skill/f17e2759-b522-4505-ac1c-e58e8c2e29b1,Zwirnmaschinen bedienen
13069,http://data.europa.eu/esco/skill/f17f94f1-88cb-4815-873a-2a9639f10729,Projektunterlagen ausarbeiten
13070,http://data.europa.eu/esco/skill/f1862304-f1e7-444c-be2b-08e1fc9a988a,Pflege von Ledererzeugnissen
13071,http://data.europa.eu/esco/skill/f18822b9-bc6b-4343-aa5a-f756cd4bf9dc,Kinderpsychologie
13072,http://data.europa.eu/esco/skill/f18b3dc3-fc4f-438c-9279-ebcaf2908b20,Alkylierung
13073,http://data.europa.eu/esco/skill/f18bb25a-2e7b-499d-89d6-b5896d047a01,Freizeitaktivitäten vorschlagen
13074,http://data.europa.eu/esco/skill/f190355a-cea5-4cd0-b6cd-a5c3d9a14985,Diätetik
13075,http://data.europa.eu/esco/skill/f191c306-f0eb-4cb8-82fb-3331adbbc6f1,Energieverteilungspläne überarbeiten
13076,http://data.europa.eu/esco/skill/f199955e-870e-4f44-aa65-51694449b6ce,Notfallmedikamente verabreichen
13077,http://data.europa.eu/esco/skill/f19e3045-d061-4e33-bfe9-1cd1b8625452,Lahmgehen von Pferden beurteilen
13078,http://data.europa.eu/esco/skill/f19f0cda-73f4-417e-8ec9-c0cacf5e7149,Fleischgerichte kochen
13079,http://data.europa.eu/esco/skill/f19f2c6d-3f1d-4231-9fd9-ece77ed359d7,Montagezeichnungen vorbereiten
13080,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,Albanisch
13081,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,Telekommunikationskonzepte
13082,http://data.europa.eu/esco/skill/f1a68bc3-fec2-45bb-bc87-ff7dcbd36df0,Ton formen
13083,http://data.europa.eu/esco/skill/f1ac5772-5f0b-4a8d-9a78-b623c3cbc0a2,Torah
13084,http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81,Produktionsprozesse zwecks Optimierung analysieren
13085,http://data.europa.eu/esco/skill/f1bc8d78-3310-4a91-aec7-a20df9146dd2,Störungen des Selbstbewusstseins
13086,http://data.europa.eu/esco/skill/f1c53948-edc3-4d4b-bdb5-37a17f6d30c1,Deckenstützen verwenden
13087,http://data.europa.eu/esco/skill/f1c5dd7f-8be0-4c07-a1bb-f2f9f81eba03,Abgüsse von Körperteilen verwenden
13088,http://data.europa.eu/esco/skill/f1cd572b-f76e-40a7-8f00-dd859b8634e6,Untersuchungsraum für Strahlentherapie vorbereiten
13089,http://data.europa.eu/esco/skill/f1d147b0-0de2-462a-8088-8d43c6f621fb,Fässer reparieren
13090,http://data.europa.eu/esco/skill/f1d84ceb-f9bc-4b69-866d-426ee337f9af,Tiertransporter
13091,http://data.europa.eu/esco/skill/f1d87808-9a9d-4d21-864c-41a73a98cda2,Stauchanlage pflegen
13092,http://data.europa.eu/esco/skill/f1dd6732-ad04-404b-a631-8da133ea7cfd,Geschwindigkeit von Fertigungsmaschinen einstellen
13093,http://data.europa.eu/esco/skill/f1e1057f-c441-4e76-9721-786821cf5ef6,Entscheidungen bezüglich der Nutztierhaltung treffen
13094,http://data.europa.eu/esco/skill/f1e122e5-24a8-44c0-bf3f-90044e72370c,Plasma-Schneidbrenner bedienen
13095,http://data.europa.eu/esco/skill/f1e1a05d-49a6-492f-ae99-88533ef26d13,Tiermigration analysieren
13096,http://data.europa.eu/esco/skill/f1e33e6b-890d-4a4d-96bc-590540e7f5dd,Fischsorten
13097,http://data.europa.eu/esco/skill/f1e6a941-ea9b-45d8-8393-47b9e445e897,Planktonproduktion
13098,http://data.europa.eu/esco/skill/f1ec7f2b-8b4f-4fbf-86e2-5ba5928fd030,bilateral dolmetschen
13099,http://data.europa.eu/esco/skill/f1efe8d2-42b2-4fba-999f-2409f7685221,Immobilienvertrag vorbereiten
13100,http://data.europa.eu/esco/skill/f1f40210-06cf-48f8-92d4-31c4ecc48682,Routinetests für Schmieröle durchführen
13101,http://data.europa.eu/esco/skill/f1f5093b-0b26-4d59-984b-0531c6ccf205,Bewertungsziele und -umfang definieren
13102,http://data.europa.eu/esco/skill/f1f5eb7f-1776-456b-83a4-f3e06df2da5a,Gebietsplanung anwenden
13103,http://data.europa.eu/esco/skill/f1fc2e51-7f41-4c67-abe3-ca7ae39beeb2,auf Grundlage von Mistela arbeiten
13104,http://data.europa.eu/esco/skill/f2051206-bdd8-4f6e-a2c7-14af8da25afc,Gebläse bedienen
13105,http://data.europa.eu/esco/skill/f2051d94-4877-4f20-b1c6-31cca9132884,ein Team im Hotel- und Gaststättengewerbe leiten
13106,http://data.europa.eu/esco/skill/f2071535-4da0-4253-a548-920d170b80e0,thermische Geräte entwickeln
13107,http://data.europa.eu/esco/skill/f20aedf0-6543-498d-b88e-0a32e604acbb,Geschirrspülmaschine bedienen
13108,http://data.europa.eu/esco/skill/f21c2b32-83e0-46b2-99b1-c277e3d27f2f,geotechnische Feldprospektion planen
13109,http://data.europa.eu/esco/skill/f21c872c-68ae-49bb-a84f-bf3097c65443,Straßenschilder prüfen
13110,http://data.europa.eu/esco/skill/f22cfa92-9336-4205-a691-4d5290701463,Endoskopie durchführen
13111,http://data.europa.eu/esco/skill/f22dd07b-cb0f-4b18-ba54-d922dfaa8c14,CAD-Technik für Leisten verwenden
13112,http://data.europa.eu/esco/skill/f23ced50-862a-49d8-b7f6-a5c4bd6b49af,Erhebungsbericht erstellen
13113,http://data.europa.eu/esco/skill/f23f2b11-5bd8-422f-a669-a96a03d0eb4d,Eventmarketing für Werbekampagnen planen
13114,http://data.europa.eu/esco/skill/f2412a5c-8072-4cd7-8fa1-806864f91276,Nebenprodukte und Abfall
13115,http://data.europa.eu/esco/skill/f241fbf8-08a2-4c05-b9c1-3438d3e648dd,von Managern oder Managerinnen erstellte Entwürfe durchsehen
13116,http://data.europa.eu/esco/skill/f245f8af-4412-4be0-8b51-78f355a86288,Gegenstände zur Schaffung von Illusionen handhaben
13117,http://data.europa.eu/esco/skill/f24d196c-fda3-412b-aa8d-c9d36db80cd8,Informationen in Umlauf bringen
13118,http://data.europa.eu/esco/skill/f2518761-c2d0-44f7-a1ec-a3693e54d779,Risiken von Werbekonstruktionen in großer Höhe
13119,http://data.europa.eu/esco/skill/f2536b0a-068b-48ed-910f-231bfa0ec032,Qualitätssicherung im Bereich Lebensmittelverarbeitung durchführen
13120,http://data.europa.eu/esco/skill/f256f3fb-bb26-4d2c-99f2-7f99b68076fd,wissenschaftliche Ausrüstung entwerfen
13121,http://data.europa.eu/esco/skill/f26093e2-494b-45f3-b7d8-38065ab237a7,Vorräte für Besucher zusammenstellen
13122,http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632,analytische Erkenntnisse mitteilen
13123,http://data.europa.eu/esco/skill/f264ce55-d1bf-4be5-9c25-08f9c14ed5e0,an künstlerischen Mediationsaktivitäten teilnehmen
13124,http://data.europa.eu/esco/skill/f266380e-9830-44db-8f93-60a6e8b9a1b6,Herstellung von Werkzeugen
13125,http://data.europa.eu/esco/skill/f26f7a48-c0de-4f86-b319-ef1770350d66,Gärung überwachen
13126,http://data.europa.eu/esco/skill/f26fa635-1f5e-469c-a1fc-3dea4ab39fc1,Metall-Erodierverfahren
13127,http://data.europa.eu/esco/skill/f2704539-8b55-4164-8911-e550a1f9c47f,Blumen- und Pflanzenerzeugnisse
13128,http://data.europa.eu/esco/skill/f2711363-fced-40af-837e-5cea0c7f0604,über Tierschutz beraten
13129,http://data.europa.eu/esco/skill/f2741507-c5f7-45b6-8bcd-8d0d27650d68,Merkmale von Peripheriegeräten für Computer erläutern
13130,http://data.europa.eu/esco/skill/f274995e-9781-4c7f-a246-25577ee51dc6,Strategien für die Behandlung von Patienten entwickeln
13131,http://data.europa.eu/esco/skill/f27bc0b0-5270-4467-9ea8-d6e8c2dbd9dc,Dächer überprüfen
13132,http://data.europa.eu/esco/skill/f2833704-a4ef-4dbb-934c-ba2234212d3e,im Gottesdienst assistieren
13133,http://data.europa.eu/esco/skill/f2836f4d-e797-49fe-94ec-c237c84df76d,Eigenschaften von Textilien bewerten
13134,http://data.europa.eu/esco/skill/f2839e69-8a96-4981-908e-01754890f82c,Ernährungskonzept für Tierfuttermittel erstellen
13135,http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,Softwarespezifikationen analysieren
13136,http://data.europa.eu/esco/skill/f2898671-c530-4357-8999-6420d3a7708f,elektrische Grubenanlagen warten
13137,http://data.europa.eu/esco/skill/f28c3e9b-8666-48d4-a5e4-542ac193879b,über Sozialversicherungsleistungen beraten
13138,http://data.europa.eu/esco/skill/f28e74ac-ab8b-4f15-9bdd-8bb5c220e9ad,pneumatische Förderanlagen bedienen
13139,http://data.europa.eu/esco/skill/f298831b-9eb5-4d26-b4e4-7efd04f3cf57,Rentenmarkt beobachten
13140,http://data.europa.eu/esco/skill/f29c3331-b0dc-44c6-949f-b646bcfde992,Baumbestand analysieren
13141,http://data.europa.eu/esco/skill/f2a013b8-68c7-4c6c-a497-dafa2407e7d1,Outdoor-Interventionen beaufsichtigen
13142,http://data.europa.eu/esco/skill/f2a19f30-399e-4257-9681-9edaa9917875,Schornstein fegen
13143,http://data.europa.eu/esco/skill/f2a34d6b-131a-4b8f-a110-898b9c91d18f,ökonomische Entwicklungen voraussagen
13144,http://data.europa.eu/esco/skill/f2aa1495-e0f0-4bc0-bfb8-76273e93ef93,pädiatrische Chiropraktik anbieten
13145,http://data.europa.eu/esco/skill/f2aeb587-32fc-4a2c-af4c-07fbb82f7287,Sicherheit im Lager gewährleisten
13146,http://data.europa.eu/esco/skill/f2af6651-a600-4324-bd90-b22cbcd67068,Zytogenetik
13147,http://data.europa.eu/esco/skill/f2b589bb-eec2-419d-a3ab-e28ad092a73f,mechanische Geräte auf Schiffen bedienen
13148,http://data.europa.eu/esco/skill/f2bd9b7d-85b3-40c5-b999-d505e6fe702b,Industrie für Heimtierprodukte
